sg;quality;size;#conditions;description
56;0.14889;38;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.50000
57;0.14889;38;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b > 1.10000
58;0.14889;38;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b > 1.10000
59;0.14444;64;3;b > 0.20000 && b < 2.00000 && b > 1.00000
60;0.14000;39;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.20000
61;0.14000;39;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.20000
62;0.14000;39;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 1.20000
63;0.14000;87;2;b > 0.20000 && b < 2.00000
64;0.13111;61;2;b > 1.15000 && b < 2.00000
65;0.12667;33;2;b > 1.25000 && b < 1.60000
66;0.12444;28;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.40000
67;0.12444;28;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.40000
68;0.12222;29;2;b < 1.50000 && b > 1.00000
69;0.12000;51;2;b > 1.25000 && b < 1.85000
70;0.12000;51;3;b < 1.90000 && b > 0.40000 && b > 1.20000
71;0.12000;30;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.40000
72;0.12000;30;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.35000
73;0.12000;51;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.20000
74;0.12000;30;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.35000
75;0.12000;30;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.40000
76;0.12000;30;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.35000
77;0.12000;30;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.40000
78;0.12000;30;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.35000
79;0.11778;52;2;b < 1.50000 && b > 0.20000
80;0.11778;52;2;b < 1.50000 && b > 0.25000
81;0.11778;52;3;b > 0.20000 && b < 1.70000 && b < 1.45000
82;0.11778;52;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.50000
83;0.11778;52;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.50000
84;0.11778;52;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.50000
85;0.11778;67;2;b > 1.15000 && b < 2.10000
86;0.10889;26;2;b > 1.15000 && b < 1.50000
87;0.10889;56;2;b > 1.25000 && b < 1.95000
88;0.10889;26;3;b > 1.15000 && b < 1.80000 && b < 1.50000
89;0.09556;104;2;b < 1.90000 && b < 1.80000
90;0.08889;44;2;b > 0.20000 && b < 1.40000
91;0.08889;44;3;b < 1.90000 && b > 0.20000 && b < 1.40000
92;0.08889;44;3;b > 0.20000 && b < 2.00000 && b < 1.40000
93;0.08222;113;2;b > 0.20000 && b < 2.50000
94;0.08222;26;3;b > 1.15000 && b < 1.80000 && b > 1.30000
95;0.08222;26;3;b > 1.15000 && b < 1.80000 && b > 1.30000
96;0.08222;26;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.30000
97;0.08222;26;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.30000
98;0.08222;26;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.30000
99;0.08222;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.30000
100;0.08222;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.30000
101;0.08222;26;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.30000
102;0.08222;26;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 1.30000
103;0.08222;68;2;b > 1.25000 && b < 2.15000
104;0.08000;93;2;b > 0.20000 && b > 1.05000
105;0.08000;18;2;b > 1.15000 && b < 1.35000
106;0.08000;24;3;b > 0.20000 && b < 1.70000 && b > 1.30000
107;0.08000;18;3;b > 1.15000 && b < 1.80000 && b < 1.40000
108;0.08000;24;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.30000
109;0.08000;24;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.35000
110;0.08000;24;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.30000
111;0.08000;24;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.30000
112;0.08000;24;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.35000
113;0.08000;24;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.30000
114;0.08000;24;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.35000
115;0.07556;116;1;b > 0.20000
116;0.07556;116;1;b < 1.90000
117;0.06889;20;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b > 1.30000
118;0.06889;20;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b > 1.35000
119;0.06889;20;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b > 1.30000
120;0.06889;20;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b > 1.30000
121;0.06889;20;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b > 1.30000
122;0.06889;20;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b > 1.30000
123;0.06667;15;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.30000
124;0.06667;15;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.30000
125;0.06667;15;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.30000
126;0.06667;15;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b < 1.30000
127;0.06667;15;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b < 1.30000
128;0.06667;15;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b < 1.30000
129;0.06667;15;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b < 1.30000
130;0.06667;90;1;b > 1.15000
131;0.06222;38;2;b < 1.90000 && b > 1.30000
132;0.06222;38;3;b < 1.90000 && b > 0.40000 && b > 1.30000
133;0.06222;38;3;b < 1.90000 && b > 0.20000 && b > 1.30000
134;0.06222;38;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.30000
135;0.06222;17;3;b < 1.90000 && b > 0.40000 && b < 1.30000
136;0.06222;17;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.30000
137;0.06222;17;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.30000
138;0.06222;17;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.30000
139;0.06222;17;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.30000
140;0.06222;17;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.30000
141;0.06222;17;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.30000
142;0.06222;17;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.30000
143;0.05778;13;2;b > 1.25000 && b < 1.40000
144;0.05333;18;3;b > 1.15000 && b < 1.80000 && b > 1.40000
145;0.05333;18;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.40000
146;0.05333;18;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.40000
147;0.05333;18;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.40000
148;0.05333;18;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.40000
149;0.05111;43;3;b > 0.20000 && b < 2.00000 && b > 1.30000
150;0.05111;16;3;b > 0.20000 && b < 1.70000 && b > 1.45000
151;0.05111;16;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.40000
152;0.04444;10;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.20000
153;0.04444;10;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.15000
154;0.04444;10;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.15000
155;0.04444;85;1;b > 1.25000
156;0.04222;86;1;b < 1.50000
157;0.04222;86;2;b < 1.90000 && b < 1.50000
158;0.04000;12;3;b < 1.90000 && b > 0.40000 && b < 1.20000
159;0.04000;12;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b > 1.45000
160;0.04000;12;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b > 1.45000
161;0.03333;30;3;b < 1.90000 && b > 0.20000 && b > 1.40000
162;0.03111;31;3;b > 0.20000 && b < 1.70000 && b < 1.30000
163;0.03111;31;3;b < 1.90000 && b > 0.20000 && b < 1.30000
164;0.03111;31;3;b > 0.20000 && b < 2.00000 && b < 1.30000
165;0.03111;31;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.30000
166;0.03111;31;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.30000
167;0.03111;7;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b < 1.10000
168;0.03111;7;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b < 1.10000
169;0.03111;31;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.30000
170;0.02889;8;2;b < 1.50000 && b > 1.30000
171;0.02667;9;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.10000
172;0.02667;9;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.10000
173;0.02667;9;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.10000
174;0.02667;9;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.10000
175;0.02667;9;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.10000
176;0.02667;9;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.10000
177;0.02667;9;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.10000
178;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
179;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
180;0.02222;35;3;b > 0.20000 && b < 2.00000 && b > 1.40000
181;0.01333;78;2;b < 1.50000 && b < 1.40000
182;0.01333;6;3;b > 1.15000 && b < 1.80000 && b > 1.50000
183;0.01333;6;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.50000
184;0.01333;6;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.50000
185;0.01333;6;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.50000
186;0.01333;6;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.50000
187;0.01333;6;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.50000
188;0.01333;6;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.50000
189;0.01333;6;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 1.50000
190;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.50000
191;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.55000
192;0.01111;4;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.50000
193;0.01111;4;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.50000
194;0.01111;4;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.55000
195;0.01111;4;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.50000
196;0.01111;4;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.55000
197;0.00889;26;3;b > 0.20000 && b < 1.70000 && b < 1.15000
198;0.00889;26;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.20000
199;0.00889;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.20000
200;0.00889;26;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.20000
201;0.00222;2;3;b > 1.15000 && b < 1.80000 && b > 1.60000
202;0.00222;2;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.60000
203;-0.00444;23;2;b > 0.20000 && b < 1.05000
204;-0.00667;18;2;b < 1.90000 && b > 1.50000
205;-0.00667;18;3;b < 1.90000 && b > 0.40000 && b > 1.50000
206;-0.00667;18;3;b < 1.90000 && b > 0.20000 && b > 1.55000
207;-0.00667;18;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.50000
208;-0.01333;72;2;b > 1.15000 && b > 1.35000
209;-0.01333;6;1;b < 0.20000
210;-0.01333;6;2;b < 1.90000 && b < 0.20000
211;-0.01333;6;2;b < 1.50000 && b < 0.20000
212;-0.01556;7;3;b > 0.20000 && b < 1.70000 && b < 0.40000
213;-0.01778;14;3;b < 1.90000 && b > 0.40000 && b > 1.60000
214;-0.01778;14;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.65000
215;-0.02889;19;3;b > 0.20000 && b < 2.00000 && b > 1.65000
216;-0.03111;14;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 0.45000
217;-0.03111;14;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 0.45000
218;-0.03111;14;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 0.45000
219;-0.03556;16;3;b < 1.90000 && b > 0.20000 && b < 0.80000
220;-0.03556;16;3;b > 0.20000 && b < 2.00000 && b < 1.00000
221;-0.03778;17;2;b > 1.15000 && b > 2.10000
222;-0.03778;17;2;b > 1.25000 && b > 2.15000
223;-0.04222;64;2;b > 0.20000 && b > 1.40000
224;-0.04222;64;2;b > 1.25000 && b > 1.40000
225;-0.04444;65;1;b < 1.25000
226;-0.04444;65;2;b < 1.90000 && b < 1.30000
227;-0.04444;65;2;b < 1.50000 && b < 1.30000
228;-0.05111;23;2;b > 0.20000 && b > 2.00000
229;-0.05111;23;2;b > 1.15000 && b > 2.00000
230;-0.06444;29;1;b > 1.90000
231;-0.06444;29;2;b > 1.25000 && b > 1.95000
232;-0.06667;60;1;b < 1.15000
233;-0.07556;34;2;b > 1.15000 && b > 1.80000
234;-0.07556;34;2;b < 1.50000 && b < 0.25000
235;-0.07556;34;2;b > 1.25000 && b > 1.85000
236;-0.08222;52;1;b > 1.50000
237;-0.08222;52;2;b > 1.15000 && b > 1.50000
238;-0.09111;41;2;b < 1.90000 && b < 0.40000
239;-0.09333;48;2;b > 1.25000 && b > 1.60000
240;-0.09556;46;2;b > 0.20000 && b > 1.70000
241;-0.11111;50;2;b < 1.50000 && b < 1.00000
