sg;quality;size;#conditions;description
73;0.06222;38;2;b < 1.90000 && b > 1.30000
74;0.06222;38;3;b < 1.90000 && b > 0.40000 && b > 1.30000
75;0.06222;38;3;b < 1.90000 && b > 0.20000 && b > 1.30000
76;0.06222;38;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.30000
77;0.06222;17;3;b < 1.90000 && b > 0.40000 && b < 1.30000
78;0.06222;17;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.30000
79;0.06222;17;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.30000
80;0.06222;17;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.30000
81;0.05778;13;2;b > 1.25000 && b < 1.40000
82;0.05333;18;3;b > 1.15000 && b < 1.80000 && b > 1.40000
83;0.05333;18;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.40000
84;0.05111;43;3;b > 0.20000 && b < 2.00000 && b > 1.30000
85;0.05111;16;3;b > 0.20000 && b < 1.70000 && b > 1.45000
86;0.04444;10;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.20000
87;0.04444;85;1;b > 1.25000
88;0.04222;86;1;b < 1.50000
89;0.04222;86;2;b < 1.90000 && b < 1.50000
90;0.04000;12;3;b < 1.90000 && b > 0.40000 && b < 1.20000
91;0.03333;30;3;b < 1.90000 && b > 0.20000 && b > 1.40000
92;0.03111;31;3;b > 0.20000 && b < 1.70000 && b < 1.30000
93;0.03111;31;3;b < 1.90000 && b > 0.20000 && b < 1.30000
94;0.03111;31;3;b > 0.20000 && b < 2.00000 && b < 1.30000
95;0.03111;31;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.30000
96;0.02889;8;2;b < 1.50000 && b > 1.30000
97;0.02667;9;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.10000
98;0.02667;9;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.10000
99;0.02667;9;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.10000
100;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
101;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
102;0.02222;35;3;b > 0.20000 && b < 2.00000 && b > 1.40000
103;0.01333;78;2;b < 1.50000 && b < 1.40000
104;0.01333;6;3;b > 1.15000 && b < 1.80000 && b > 1.50000
105;0.01333;6;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.50000
106;0.01333;6;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.50000
107;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.50000
108;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.55000
109;0.00889;26;3;b > 0.20000 && b < 1.70000 && b < 1.15000
110;0.00889;26;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.20000
111;0.00222;2;3;b > 1.15000 && b < 1.80000 && b > 1.60000
112;-0.00444;23;2;b > 0.20000 && b < 1.05000
113;-0.00667;18;2;b < 1.90000 && b > 1.50000
114;-0.00667;18;3;b < 1.90000 && b > 0.40000 && b > 1.50000
115;-0.00667;18;3;b < 1.90000 && b > 0.20000 && b > 1.55000
116;-0.00667;18;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.50000
117;-0.01333;72;2;b > 1.15000 && b > 1.35000
118;-0.01333;6;1;b < 0.20000
119;-0.01333;6;2;b < 1.90000 && b < 0.20000
120;-0.01333;6;2;b < 1.50000 && b < 0.20000
121;-0.01556;7;3;b > 0.20000 && b < 1.70000 && b < 0.40000
122;-0.01778;14;3;b < 1.90000 && b > 0.40000 && b > 1.60000
123;-0.01778;14;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.65000
124;-0.02889;19;3;b > 0.20000 && b < 2.00000 && b > 1.65000
125;-0.03111;14;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 0.45000
126;-0.03556;16;3;b < 1.90000 && b > 0.20000 && b < 0.80000
127;-0.03556;16;3;b > 0.20000 && b < 2.00000 && b < 1.00000
128;-0.03778;17;2;b > 1.15000 && b > 2.10000
129;-0.03778;17;2;b > 1.25000 && b > 2.15000
130;-0.04222;64;2;b > 0.20000 && b > 1.40000
131;-0.04222;64;2;b > 1.25000 && b > 1.40000
132;-0.04444;65;1;b < 1.25000
133;-0.04444;65;2;b < 1.90000 && b < 1.30000
134;-0.04444;65;2;b < 1.50000 && b < 1.30000
135;-0.05111;23;2;b > 0.20000 && b > 2.00000
136;-0.05111;23;2;b > 1.15000 && b > 2.00000
137;-0.06444;29;1;b > 1.90000
138;-0.06444;29;2;b > 1.25000 && b > 1.95000
139;-0.06667;60;1;b < 1.15000
140;-0.07556;34;2;b > 1.15000 && b > 1.80000
141;-0.07556;34;2;b < 1.50000 && b < 0.25000
142;-0.07556;34;2;b > 1.25000 && b > 1.85000
143;-0.08222;52;1;b > 1.50000
144;-0.08222;52;2;b > 1.15000 && b > 1.50000
145;-0.09111;41;2;b < 1.90000 && b < 0.40000
146;-0.09333;48;2;b > 1.25000 && b > 1.60000
147;-0.09556;46;2;b > 0.20000 && b > 1.70000
148;-0.11111;50;2;b < 1.50000 && b < 1.00000
