sg;quality;size;#conditions;description
62;0.11778;52;2;b < 1.50000 && b > 0.20000
63;0.11778;52;2;b < 1.50000 && b > 0.25000
64;0.11778;52;3;b > 0.20000 && b < 1.70000 && b < 1.45000
65;0.11778;52;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.50000
66;0.11778;52;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.50000
67;0.11778;67;2;b > 1.15000 && b < 2.10000
68;0.10889;26;2;b > 1.15000 && b < 1.50000
69;0.10889;56;2;b > 1.25000 && b < 1.95000
70;0.10889;26;3;b > 1.15000 && b < 1.80000 && b < 1.50000
71;0.09556;104;2;b < 1.90000 && b < 1.80000
72;0.08889;44;2;b > 0.20000 && b < 1.40000
73;0.08889;44;3;b < 1.90000 && b > 0.20000 && b < 1.40000
74;0.08889;44;3;b > 0.20000 && b < 2.00000 && b < 1.40000
75;0.08222;113;2;b > 0.20000 && b < 2.50000
76;0.08222;26;3;b > 1.15000 && b < 1.80000 && b > 1.30000
77;0.08222;26;3;b > 1.15000 && b < 1.80000 && b > 1.30000
78;0.08222;26;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.30000
79;0.08222;26;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.30000
80;0.08222;26;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.30000
81;0.08222;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.30000
82;0.08222;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.30000
83;0.08222;68;2;b > 1.25000 && b < 2.15000
84;0.08000;93;2;b > 0.20000 && b > 1.05000
85;0.08000;18;2;b > 1.15000 && b < 1.35000
86;0.08000;24;3;b > 0.20000 && b < 1.70000 && b > 1.30000
87;0.08000;18;3;b > 1.15000 && b < 1.80000 && b < 1.40000
88;0.08000;24;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.30000
89;0.08000;24;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.35000
90;0.08000;24;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.30000
91;0.08000;24;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.30000
92;0.08000;24;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.35000
93;0.07556;116;1;b > 0.20000
94;0.07556;116;1;b < 1.90000
95;0.06889;20;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b > 1.30000
96;0.06889;20;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b > 1.35000
97;0.06667;15;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.30000
98;0.06667;15;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.30000
99;0.06667;15;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.30000
100;0.06667;90;1;b > 1.15000
101;0.06222;38;2;b < 1.90000 && b > 1.30000
102;0.06222;38;3;b < 1.90000 && b > 0.40000 && b > 1.30000
103;0.06222;38;3;b < 1.90000 && b > 0.20000 && b > 1.30000
104;0.06222;38;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.30000
105;0.06222;17;3;b < 1.90000 && b > 0.40000 && b < 1.30000
106;0.06222;17;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.30000
107;0.06222;17;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.30000
108;0.06222;17;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.30000
109;0.06222;17;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.30000
110;0.06222;17;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.30000
111;0.05778;13;2;b > 1.25000 && b < 1.40000
112;0.05333;18;3;b > 1.15000 && b < 1.80000 && b > 1.40000
113;0.05333;18;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.40000
114;0.05333;18;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.40000
115;0.05333;18;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.40000
116;0.05111;43;3;b > 0.20000 && b < 2.00000 && b > 1.30000
117;0.05111;16;3;b > 0.20000 && b < 1.70000 && b > 1.45000
118;0.05111;16;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.40000
119;0.04444;10;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.20000
120;0.04444;10;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.15000
121;0.04444;10;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.15000
122;0.04444;85;1;b > 1.25000
123;0.04222;86;1;b < 1.50000
124;0.04222;86;2;b < 1.90000 && b < 1.50000
125;0.04000;12;3;b < 1.90000 && b > 0.40000 && b < 1.20000
126;0.03333;30;3;b < 1.90000 && b > 0.20000 && b > 1.40000
127;0.03111;31;3;b > 0.20000 && b < 1.70000 && b < 1.30000
128;0.03111;31;3;b < 1.90000 && b > 0.20000 && b < 1.30000
129;0.03111;31;3;b > 0.20000 && b < 2.00000 && b < 1.30000
130;0.03111;31;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.30000
131;0.03111;31;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.30000
132;0.02889;8;2;b < 1.50000 && b > 1.30000
133;0.02667;9;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.10000
134;0.02667;9;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.10000
135;0.02667;9;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.10000
136;0.02667;9;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.10000
137;0.02667;9;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.10000
138;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
139;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
140;0.02222;35;3;b > 0.20000 && b < 2.00000 && b > 1.40000
141;0.01333;78;2;b < 1.50000 && b < 1.40000
142;0.01333;6;3;b > 1.15000 && b < 1.80000 && b > 1.50000
143;0.01333;6;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.50000
144;0.01333;6;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.50000
145;0.01333;6;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.50000
146;0.01333;6;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.50000
147;0.01333;6;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.50000
148;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.50000
149;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.55000
150;0.01111;4;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.50000
151;0.01111;4;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.50000
152;0.01111;4;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.55000
153;0.00889;26;3;b > 0.20000 && b < 1.70000 && b < 1.15000
154;0.00889;26;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.20000
155;0.00889;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.20000
156;0.00222;2;3;b > 1.15000 && b < 1.80000 && b > 1.60000
157;0.00222;2;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.60000
158;-0.00444;23;2;b > 0.20000 && b < 1.05000
159;-0.00667;18;2;b < 1.90000 && b > 1.50000
160;-0.00667;18;3;b < 1.90000 && b > 0.40000 && b > 1.50000
161;-0.00667;18;3;b < 1.90000 && b > 0.20000 && b > 1.55000
162;-0.00667;18;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.50000
163;-0.01333;72;2;b > 1.15000 && b > 1.35000
164;-0.01333;6;1;b < 0.20000
165;-0.01333;6;2;b < 1.90000 && b < 0.20000
166;-0.01333;6;2;b < 1.50000 && b < 0.20000
167;-0.01556;7;3;b > 0.20000 && b < 1.70000 && b < 0.40000
168;-0.01778;14;3;b < 1.90000 && b > 0.40000 && b > 1.60000
169;-0.01778;14;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.65000
170;-0.02889;19;3;b > 0.20000 && b < 2.00000 && b > 1.65000
171;-0.03111;14;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 0.45000
172;-0.03111;14;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 0.45000
173;-0.03556;16;3;b < 1.90000 && b > 0.20000 && b < 0.80000
174;-0.03556;16;3;b > 0.20000 && b < 2.00000 && b < 1.00000
175;-0.03778;17;2;b > 1.15000 && b > 2.10000
176;-0.03778;17;2;b > 1.25000 && b > 2.15000
177;-0.04222;64;2;b > 0.20000 && b > 1.40000
178;-0.04222;64;2;b > 1.25000 && b > 1.40000
179;-0.04444;65;1;b < 1.25000
180;-0.04444;65;2;b < 1.90000 && b < 1.30000
181;-0.04444;65;2;b < 1.50000 && b < 1.30000
182;-0.05111;23;2;b > 0.20000 && b > 2.00000
183;-0.05111;23;2;b > 1.15000 && b > 2.00000
184;-0.06444;29;1;b > 1.90000
185;-0.06444;29;2;b > 1.25000 && b > 1.95000
186;-0.06667;60;1;b < 1.15000
187;-0.07556;34;2;b > 1.15000 && b > 1.80000
188;-0.07556;34;2;b < 1.50000 && b < 0.25000
189;-0.07556;34;2;b > 1.25000 && b > 1.85000
190;-0.08222;52;1;b > 1.50000
191;-0.08222;52;2;b > 1.15000 && b > 1.50000
192;-0.09111;41;2;b < 1.90000 && b < 0.40000
193;-0.09333;48;2;b > 1.25000 && b > 1.60000
194;-0.09556;46;2;b > 0.20000 && b > 1.70000
195;-0.11111;50;2;b < 1.50000 && b < 1.00000
