sg;quality;size;#conditions;description
52;0.15111;82;2;b < 1.90000 && b > 0.20000
53;0.15111;82;3;b > 0.20000 && b < 2.00000 && b < 1.90000
54;0.14889;38;3;b < 1.90000 && b > 0.40000 && b < 1.50000
55;0.14889;38;3;b > 1.15000 && b < 1.80000 && b < 1.60000
56;0.14889;38;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.50000
57;0.14889;38;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.50000
58;0.14889;38;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b > 1.10000
59;0.14889;38;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.50000
60;0.14889;38;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.50000
61;0.14889;38;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.50000
62;0.14889;38;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.50000
63;0.14889;38;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.50000
64;0.14889;38;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b > 1.10000
65;0.14889;38;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b > 1.10000
66;0.14889;38;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b < 1.50000
67;0.14889;38;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b < 1.50000
68;0.14889;38;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b > 1.10000
69;0.14889;38;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b < 1.50000
70;0.14889;38;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b < 1.60000
71;0.14444;64;3;b > 0.20000 && b < 2.00000 && b > 1.00000
72;0.14000;39;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.20000
73;0.14000;39;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.20000
74;0.14000;39;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 1.20000
75;0.14000;39;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b > 1.20000
76;0.14000;87;2;b > 0.20000 && b < 2.00000
77;0.13111;61;2;b > 1.15000 && b < 2.00000
78;0.12667;33;2;b > 1.25000 && b < 1.60000
79;0.12444;28;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.40000
80;0.12444;28;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.40000
81;0.12222;29;2;b < 1.50000 && b > 1.00000
82;0.12000;51;2;b > 1.25000 && b < 1.85000
83;0.12000;51;3;b < 1.90000 && b > 0.40000 && b > 1.20000
84;0.12000;30;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.40000
85;0.12000;30;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.35000
86;0.12000;51;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.20000
87;0.12000;30;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.35000
88;0.12000;30;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.40000
89;0.12000;30;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.35000
90;0.12000;30;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.40000
91;0.12000;30;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.35000
92;0.12000;30;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b < 1.40000
93;0.12000;30;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b < 1.35000
94;0.12000;30;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b < 1.35000
95;0.11778;52;2;b < 1.50000 && b > 0.20000
96;0.11778;52;2;b < 1.50000 && b > 0.25000
97;0.11778;52;3;b > 0.20000 && b < 1.70000 && b < 1.45000
98;0.11778;52;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.50000
99;0.11778;52;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.50000
100;0.11778;52;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.50000
101;0.11778;52;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 1.50000
102;0.11778;67;2;b > 1.15000 && b < 2.10000
103;0.10889;26;2;b > 1.15000 && b < 1.50000
104;0.10889;56;2;b > 1.25000 && b < 1.95000
105;0.10889;26;3;b > 1.15000 && b < 1.80000 && b < 1.50000
106;0.10889;26;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b < 1.50000
107;0.09556;104;2;b < 1.90000 && b < 1.80000
108;0.08889;44;2;b > 0.20000 && b < 1.40000
109;0.08889;44;3;b < 1.90000 && b > 0.20000 && b < 1.40000
110;0.08889;44;3;b > 0.20000 && b < 2.00000 && b < 1.40000
111;0.08222;113;2;b > 0.20000 && b < 2.50000
112;0.08222;26;3;b > 1.15000 && b < 1.80000 && b > 1.30000
113;0.08222;26;3;b > 1.15000 && b < 1.80000 && b > 1.30000
114;0.08222;26;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.30000
115;0.08222;26;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.30000
116;0.08222;26;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.30000
117;0.08222;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.30000
118;0.08222;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.30000
119;0.08222;26;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.30000
120;0.08222;26;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 1.30000
121;0.08222;26;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b > 1.30000
122;0.08222;26;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b > 1.30000
123;0.08222;26;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b > 1.30000
124;0.08222;26;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b > 1.30000
125;0.08222;68;2;b > 1.25000 && b < 2.15000
126;0.08000;93;2;b > 0.20000 && b > 1.05000
127;0.08000;18;2;b > 1.15000 && b < 1.35000
128;0.08000;24;3;b > 0.20000 && b < 1.70000 && b > 1.30000
129;0.08000;18;3;b > 1.15000 && b < 1.80000 && b < 1.40000
130;0.08000;24;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.30000
131;0.08000;24;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.35000
132;0.08000;24;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.30000
133;0.08000;24;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.30000
134;0.08000;24;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.35000
135;0.08000;24;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.30000
136;0.08000;24;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.35000
137;0.08000;24;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b > 1.30000
138;0.08000;24;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b > 1.35000
139;0.08000;18;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b < 1.40000
140;0.07556;116;1;b > 0.20000
141;0.07556;116;1;b < 1.90000
142;0.06889;20;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b > 1.30000
143;0.06889;20;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b > 1.35000
144;0.06889;20;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b > 1.30000
145;0.06889;20;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b > 1.30000
146;0.06889;20;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b > 1.30000
147;0.06889;20;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b > 1.30000
148;0.06889;20;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b > 1.30000
149;0.06889;20;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b > 1.35000
150;0.06667;15;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.30000
151;0.06667;15;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.30000
152;0.06667;15;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.30000
153;0.06667;15;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b < 1.30000
154;0.06667;15;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b < 1.30000
155;0.06667;15;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b < 1.30000
156;0.06667;15;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b < 1.30000
157;0.06667;90;1;b > 1.15000
158;0.06222;38;2;b < 1.90000 && b > 1.30000
159;0.06222;38;3;b < 1.90000 && b > 0.40000 && b > 1.30000
160;0.06222;38;3;b < 1.90000 && b > 0.20000 && b > 1.30000
161;0.06222;38;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.30000
162;0.06222;17;3;b < 1.90000 && b > 0.40000 && b < 1.30000
163;0.06222;17;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.30000
164;0.06222;17;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.30000
165;0.06222;17;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.30000
166;0.06222;17;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.30000
167;0.06222;17;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.30000
168;0.06222;17;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.30000
169;0.06222;17;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.30000
170;0.06222;17;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b < 1.30000
171;0.06222;17;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b < 1.30000
172;0.06222;17;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b < 1.30000
173;0.05778;13;2;b > 1.25000 && b < 1.40000
174;0.05333;18;3;b > 1.15000 && b < 1.80000 && b > 1.40000
175;0.05333;18;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.40000
176;0.05333;18;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.40000
177;0.05333;18;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.40000
178;0.05333;18;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.40000
179;0.05333;18;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b > 1.40000
180;0.05333;18;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b > 1.40000
181;0.05111;43;3;b > 0.20000 && b < 2.00000 && b > 1.30000
182;0.05111;16;3;b > 0.20000 && b < 1.70000 && b > 1.45000
183;0.05111;16;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.40000
184;0.04444;10;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.20000
185;0.04444;10;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.15000
186;0.04444;10;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.15000
187;0.04444;85;1;b > 1.25000
188;0.04222;86;1;b < 1.50000
189;0.04222;86;2;b < 1.90000 && b < 1.50000
190;0.04000;12;3;b < 1.90000 && b > 0.40000 && b < 1.20000
191;0.04000;12;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b > 1.45000
192;0.04000;12;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b > 1.45000
193;0.03333;30;3;b < 1.90000 && b > 0.20000 && b > 1.40000
194;0.03111;31;3;b > 0.20000 && b < 1.70000 && b < 1.30000
195;0.03111;31;3;b < 1.90000 && b > 0.20000 && b < 1.30000
196;0.03111;31;3;b > 0.20000 && b < 2.00000 && b < 1.30000
197;0.03111;31;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.30000
198;0.03111;31;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.30000
199;0.03111;7;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b < 1.60000 && b < 1.10000
200;0.03111;7;6;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b < 1.60000 && b < 1.10000
201;0.03111;31;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.30000
202;0.03111;31;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 1.30000
203;0.02889;8;2;b < 1.50000 && b > 1.30000
204;0.02667;9;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.10000
205;0.02667;9;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b < 1.10000
206;0.02667;9;4;b < 1.90000 && b > 0.40000 && b < 1.60000 && b < 1.10000
207;0.02667;9;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.10000
208;0.02667;9;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b < 1.10000
209;0.02667;9;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.10000
210;0.02667;9;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.10000
211;0.02667;9;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b < 1.10000
212;0.02667;9;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b < 1.10000
213;0.02667;9;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b < 1.10000
214;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
215;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
216;0.02222;35;3;b > 0.20000 && b < 2.00000 && b > 1.40000
217;0.02222;5;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b < 1.30000
218;0.02222;5;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b < 1.30000
219;0.01333;78;2;b < 1.50000 && b < 1.40000
220;0.01333;6;3;b > 1.15000 && b < 1.80000 && b > 1.50000
221;0.01333;6;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.50000
222;0.01333;6;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.50000
223;0.01333;6;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.50000
224;0.01333;6;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.50000
225;0.01333;6;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.50000
226;0.01333;6;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.50000
227;0.01333;6;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 1.50000
228;0.01333;6;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b > 1.50000
229;0.01333;6;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b > 1.50000
230;0.01333;6;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b > 1.50000
231;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.50000
232;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.55000
233;0.01111;4;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.50000
234;0.01111;4;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.50000
235;0.01111;4;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.55000
236;0.01111;4;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.50000
237;0.01111;4;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.55000
238;0.01111;4;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b > 1.50000
239;0.01111;4;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b > 1.55000
240;0.00889;26;3;b > 0.20000 && b < 1.70000 && b < 1.15000
241;0.00889;26;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.20000
242;0.00889;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.20000
243;0.00889;26;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.20000
244;0.00889;26;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 1.20000
245;0.00222;2;3;b > 1.15000 && b < 1.80000 && b > 1.60000
246;0.00222;2;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.60000
247;0.00222;2;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b > 1.60000
248;-0.00444;23;2;b > 0.20000 && b < 1.05000
249;-0.00667;18;2;b < 1.90000 && b > 1.50000
250;-0.00667;18;3;b < 1.90000 && b > 0.40000 && b > 1.50000
251;-0.00667;18;3;b < 1.90000 && b > 0.20000 && b > 1.55000
252;-0.00667;18;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.50000
253;-0.01333;72;2;b > 1.15000 && b > 1.35000
254;-0.01333;6;1;b < 0.20000
255;-0.01333;6;2;b < 1.90000 && b < 0.20000
256;-0.01333;6;2;b < 1.50000 && b < 0.20000
257;-0.01556;7;3;b > 0.20000 && b < 1.70000 && b < 0.40000
258;-0.01778;14;3;b < 1.90000 && b > 0.40000 && b > 1.60000
259;-0.01778;14;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.65000
260;-0.02889;19;3;b > 0.20000 && b < 2.00000 && b > 1.65000
261;-0.03111;14;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 0.45000
262;-0.03111;14;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 0.45000
263;-0.03111;14;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 0.45000
264;-0.03111;14;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 0.45000
265;-0.03556;16;3;b < 1.90000 && b > 0.20000 && b < 0.80000
266;-0.03556;16;3;b > 0.20000 && b < 2.00000 && b < 1.00000
267;-0.03778;17;2;b > 1.15000 && b > 2.10000
268;-0.03778;17;2;b > 1.25000 && b > 2.15000
269;-0.04222;64;2;b > 0.20000 && b > 1.40000
270;-0.04222;64;2;b > 1.25000 && b > 1.40000
271;-0.04444;65;1;b < 1.25000
272;-0.04444;65;2;b < 1.90000 && b < 1.30000
273;-0.04444;65;2;b < 1.50000 && b < 1.30000
274;-0.05111;23;2;b > 0.20000 && b > 2.00000
275;-0.05111;23;2;b > 1.15000 && b > 2.00000
276;-0.06444;29;1;b > 1.90000
277;-0.06444;29;2;b > 1.25000 && b > 1.95000
278;-0.06667;60;1;b < 1.15000
