method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory	finished
fssd	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	10	class	3	0.19832402234636873	5	2	72	0.2011173184357542	1.0	0.003484320557491289	0.15843762679067447	92	0.034999847412109375	0	True
naive	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	10	class	3	0.19832402234636873	5	2	72	0.2011173184357542	1.0	0.003484320557491289	0.15843762679067447	18015	3.992000102996826	0	True
fssd	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w', 't', 's']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	12	class	3	0.19832402234636873	5	2	72	0.2011173184357542	1.0	0.003484320557491289	0.15843762679067447	107	0.05500006675720215	0	True
naive	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w', 't', 's']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	12	class	3	0.19832402234636873	5	2	72	0.2011173184357542	1.0	0.003484320557491289	0.15843762679067447	54555	13.086999893188477	0	True
fssd	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w', 't', 's', 'v', 'b', 'ad']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	15	class	3	0.19832402234636873	5	2	72	0.2011173184357542	1.0	0.003484320557491289	0.15843762679067447	134	0.06499981880187988	0	True
naive	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w', 't', 's', 'v', 'b', 'ad']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	15	class	3	0.19832402234636873	5	2	72	0.2011173184357542	1.0	0.003484320557491289	0.15843762679067447	131526	38.40399980545044	0	True
fssd	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w', 't', 's', 'v', 'b', 'ad', 'i', 'g', 'c', 'y', 'd']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	20	class	3	0.19832402234636873	5	2	72	0.2011173184357542	1.0	0.003484320557491289	0.15843762679067447	152	0.13400006294250488	0	True
fssd	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w', 't', 's', 'v', 'b', 'ad', 'i', 'g', 'c', 'y', 'd', 'af', 'ae', 'l', 'x', 'ag']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	25	class	3	0.19832402234636873	5	1	71	0.19832402234636873	1.0	0.0	0.15899160450672578	18	0.04500007629394531	0	True
fssd	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w', 't', 's', 'v', 'b', 'ad', 'i', 'g', 'c', 'y', 'd', 'af', 'ae', 'l', 'x', 'ag', 'p', 'n', 'j', 'z', 'ab']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	30	class	3	0.19832402234636873	5	1	71	0.19832402234636873	1.0	0.0	0.15899160450672578	20	0.07000017166137695	0	True
fssd	dermatology	['k', 'm', 'u', 'ac', 'f', 'q', 'e', 'a', 'r', 'w', 't', 's', 'v', 'b', 'ad', 'i', 'g', 'c', 'y', 'd', 'af', 'ae', 'l', 'x', 'ag', 'p', 'n', 'j', 'z', 'ab', 'o', 'aa', 'h', 'ah']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	34	class	3	0.19832402234636873	5	1	71	0.19832402234636873	1.0	0.0	0.15899160450672578	22	0.07999992370605469	0	True
