sg;quality;size;#conditions;description
37;0.16222;44;2;b > 1.15000 && b < 1.80000
38;0.16222;44;2;b < 1.80000 && b > 1.10000
39;0.16222;44;2;b < 1.80000 && b > 1.15000
40;0.16222;44;2;b < 1.80000 && b > 1.10000
41;0.16222;44;2;b < 1.75000 && b > 1.10000
42;0.16222;44;2;b < 1.75000 && b > 1.10000
43;0.16222;44;2;b < 1.75000 && b > 1.10000
44;0.16000;42;2;b < 1.70000 && b > 1.15000
45;0.16000;42;2;b < 1.70000 && b > 1.10000
46;0.16000;42;2;b < 1.65000 && b > 1.15000
47;0.16000;42;2;b < 1.70000 && b > 1.10000
48;0.16000;42;2;b < 1.70000 && b > 1.10000
49;0.16000;42;2;b < 1.70000 && b > 1.10000
50;0.16000;42;2;b < 1.70000 && b > 1.10000
51;0.15778;64;2;b > 0.20000 && b < 1.60000
52;0.15778;64;2;b > 0.20000 && b < 1.55000
53;0.15333;36;2;b > 0.80000 && b < 1.50000
54;0.15333;36;2;b > 0.80000 && b < 1.50000
55;0.15333;36;2;b > 0.80000 && b < 1.50000
56;0.15333;36;2;b > 0.80000 && b < 1.45000
57;0.15333;36;2;b > 0.80000 && b < 1.50000
58;0.15333;36;2;b > 0.80000 && b < 1.45000
59;0.15333;36;2;b > 0.80000 && b < 1.50000
60;0.15111;82;2;b < 1.90000 && b > 0.20000
61;0.15111;82;2;b > 0.20000 && b < 1.90000
62;0.14889;38;2;b > 0.40000 && b < 1.50000
63;0.14889;38;2;b > 1.15000 && b < 1.60000
64;0.14889;38;2;b > 0.40000 && b < 1.50000
65;0.14889;38;2;b > 0.40000 && b < 1.50000
66;0.14889;38;2;b < 1.60000 && b > 1.10000
67;0.14889;38;2;b > 0.40000 && b < 1.50000
68;0.14889;38;2;b > 0.45000 && b < 1.50000
69;0.14889;38;2;b > 0.40000 && b < 1.50000
70;0.14889;38;2;b > 0.45000 && b < 1.50000
71;0.14889;38;2;b > 0.45000 && b < 1.50000
72;0.14889;38;2;b < 1.60000 && b > 1.10000
73;0.14889;38;2;b < 1.60000 && b > 1.10000
74;0.14889;38;2;b > 0.45000 && b < 1.50000
75;0.14889;38;2;b > 0.45000 && b < 1.50000
76;0.14889;38;2;b < 1.55000 && b > 1.10000
77;0.14889;38;2;b > 0.45000 && b < 1.50000
78;0.14889;38;2;b > 1.10000 && b < 1.60000
79;0.14889;38;2;b > 0.45000 && b < 1.50000
80;0.14889;38;2;b > 0.45000 && b < 1.50000
81;0.14889;38;2;b < 1.55000 && b > 1.10000
82;0.14889;38;2;b > 0.45000 && b < 1.50000
83;0.14889;38;2;b < 1.55000 && b > 1.10000
84;0.14889;38;2;b > 0.45000 && b < 1.50000
85;0.14444;64;2;b < 2.00000 && b > 1.00000
86;0.14000;39;2;b < 1.80000 && b > 1.20000
87;0.14000;39;2;b < 1.75000 && b > 1.20000
88;0.14000;39;2;b < 1.75000 && b > 1.20000
89;0.14000;39;2;b < 1.75000 && b > 1.20000
90;0.14000;39;2;b < 1.75000 && b > 1.20000
91;0.14000;87;2;b > 0.20000 && b < 2.00000
92;0.13111;61;2;b > 1.15000 && b < 2.00000
93;0.12667;33;2;b > 1.25000 && b < 1.60000
94;0.12444;28;2;b > 0.80000 && b < 1.40000
95;0.12444;28;2;b > 0.80000 && b < 1.40000
96;0.12222;29;2;b < 1.50000 && b > 1.00000
97;0.12000;51;2;b > 1.25000 && b < 1.85000
98;0.12000;51;2;b < 1.90000 && b > 1.20000
99;0.12000;30;2;b > 0.40000 && b < 1.40000
100;0.12000;30;2;b > 0.40000 && b < 1.35000
101;0.12000;51;2;b < 1.90000 && b > 1.20000
102;0.12000;30;2;b > 0.40000 && b < 1.35000
103;0.12000;30;2;b > 0.45000 && b < 1.40000
104;0.12000;30;2;b > 0.40000 && b < 1.35000
105;0.12000;30;2;b > 0.45000 && b < 1.40000
106;0.12000;30;2;b > 0.45000 && b < 1.35000
107;0.12000;30;2;b > 0.45000 && b < 1.40000
108;0.12000;30;2;b > 0.45000 && b < 1.35000
109;0.12000;30;2;b > 0.45000 && b < 1.35000
110;0.12000;30;2;b > 0.45000 && b < 1.40000
111;0.12000;30;2;b > 0.45000 && b < 1.35000
112;0.12000;30;2;b > 0.45000 && b < 1.35000
113;0.12000;30;2;b > 0.45000 && b < 1.35000
114;0.11778;52;2;b < 1.50000 && b > 0.20000
115;0.11778;52;2;b < 1.50000 && b > 0.25000
116;0.11778;52;2;b > 0.20000 && b < 1.45000
117;0.11778;52;2;b > 0.20000 && b < 1.50000
118;0.11778;52;2;b > 0.20000 && b < 1.50000
119;0.11778;52;2;b > 0.20000 && b < 1.50000
120;0.11778;52;2;b > 0.20000 && b < 1.50000
121;0.11778;52;2;b > 0.20000 && b < 1.50000
122;0.11778;67;2;b > 1.15000 && b < 2.10000
123;0.11111;100;1;b > 0.80000
124;0.10889;26;2;b > 1.15000 && b < 1.50000
125;0.10889;56;2;b > 1.25000 && b < 1.95000
126;0.10889;26;2;b > 1.15000 && b < 1.50000
127;0.10889;26;2;b > 1.10000 && b < 1.50000
128;0.10667;102;1;b > 0.40000
129;0.10667;102;1;b > 0.45000
130;0.09556;104;1;b < 1.80000
131;0.09556;104;1;b < 1.75000
132;0.09333;102;1;b < 1.70000
133;0.09333;102;1;b < 1.65000
134;0.08889;44;2;b > 0.20000 && b < 1.40000
135;0.08889;44;2;b > 0.20000 && b < 1.40000
136;0.08889;44;2;b > 0.20000 && b < 1.40000
137;0.08222;113;2;b > 0.20000 && b < 2.50000
138;0.08222;98;1;b < 1.60000
139;0.08222;98;1;b < 1.55000
140;0.08222;68;2;b > 1.25000 && b < 2.15000
141;0.08000;93;1;b > 1.05000
142;0.08000;18;2;b > 1.15000 && b < 1.35000
143;0.08000;18;2;b > 1.15000 && b < 1.40000
144;0.08000;18;2;b > 1.10000 && b < 1.40000
145;0.07556;116;1;b > 0.20000
146;0.07556;116;1;b < 1.90000
147;0.06667;90;1;b > 1.15000
148;0.06667;90;1;b > 1.10000
149;0.06444;121;1;b < 2.00000
150;0.05778;13;2;b > 1.25000 && b < 1.40000
151;0.04444;85;1;b > 1.25000
152;0.04222;86;1;b < 1.50000
153;0.01333;78;1;b < 1.40000
154;-0.01333;72;1;b > 1.35000
155;-0.01333;6;1;b < 0.20000
156;-0.03778;17;1;b > 2.10000
157;-0.03778;17;1;b > 2.15000
158;-0.04222;64;1;b > 1.40000
159;-0.04444;65;1;b < 1.25000
160;-0.04444;65;1;b < 1.30000
161;-0.05111;23;1;b > 2.00000
162;-0.06444;29;1;b > 1.90000
163;-0.06444;29;1;b > 1.95000
164;-0.06667;60;1;b < 1.15000
165;-0.07556;34;1;b > 1.80000
166;-0.07556;34;1;b < 0.25000
167;-0.07556;34;1;b > 1.85000
168;-0.08222;52;1;b > 1.50000
169;-0.09111;41;1;b < 0.40000
170;-0.09333;48;1;b > 1.60000
171;-0.09556;46;1;b > 1.70000
172;-0.11111;50;1;b < 1.00000
